epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,16643.6,1.18589,1.26583,1.56046,0.87936,0.79623,0.88435,0.54507,1.27146,0.92619,1.56062,0.001585,0.001585,0.001585
87,16801.9,1.17148,1.24677,1.54299,0.85894,0.78956,0.8685,0.53655,1.28785,0.95568,1.54777,0.001486,0.001486,0.001486
88,16973.2,1.16729,1.21207,1.54108,0.8697,0.80823,0.87569,0.54252,1.28898,0.92978,1.54307,0.001387,0.001387,0.001387
89,17137.4,1.16675,1.24215,1.54839,0.87294,0.79596,0.88072,0.53841,1.29878,0.93593,1.55752,0.001288,0.001288,0.001288
90,17293,1.14936,1.23029,1.52487,0.9102,0.78401,0.8887,0.54285,1.27719,0.9257,1.54645,0.001189,0.001189,0.001189
91,17450.4,1.15424,1.22917,1.53841,0.88431,0.83355,0.88748,0.54368,1.29053,0.92127,1.56192,0.00109,0.00109,0.00109
92,17605.1,1.15447,1.22565,1.52779,0.86532,0.80603,0.86932,0.53812,1.27916,0.94611,1.55192,0.000991,0.000991,0.000991
93,17758.9,1.15835,1.21564,1.53926,0.85744,0.83018,0.88329,0.54646,1.26398,0.91285,1.54468,0.000892,0.000892,0.000892
94,17914.7,1.14874,1.19582,1.53329,0.89969,0.78551,0.87363,0.54685,1.25413,0.93327,1.52847,0.000793,0.000793,0.000793
95,18064.3,1.15366,1.20865,1.53894,0.87634,0.81774,0.87909,0.54697,1.26747,0.92625,1.55224,0.000694,0.000694,0.000694
96,18220.2,1.15267,1.20737,1.53536,0.8748,0.82751,0.87919,0.54924,1.26739,0.91042,1.5368,0.000595,0.000595,0.000595
97,18374.4,1.15238,1.21804,1.53532,0.86666,0.80901,0.86909,0.545,1.25514,0.92631,1.53129,0.000496,0.000496,0.000496
98,18525.4,1.15494,1.22633,1.5349,0.88578,0.82542,0.87308,0.54578,1.25665,0.92048,1.5311,0.000397,0.000397,0.000397
99,18688.3,1.13082,1.19112,1.5143,0.88011,0.82565,0.88199,0.5526,1.25051,0.91019,1.53432,0.000298,0.000298,0.000298
100,18858.4,1.13822,1.19527,1.51971,0.88425,0.82262,0.88079,0.54602,1.26492,0.91878,1.54449,0.000199,0.000199,0.000199
