epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,26048.9,1.14554,0.99029,1.41054,0.9435,0.89047,0.94635,0.60432,1.15756,0.69101,1.45267,0.003268,0.003268,0.003268
70,26422.6,1.15135,1.01093,1.40461,0.90015,0.90892,0.9269,0.57802,1.25596,0.70613,1.52466,0.003169,0.003169,0.003169
71,26794.4,1.13887,0.98486,1.3927,0.90242,0.91673,0.93389,0.59466,1.16176,0.71077,1.45942,0.00307,0.00307,0.00307
72,27168.7,1.1347,0.98708,1.40138,0.89204,0.88662,0.9061,0.5896,1.16388,0.72289,1.47399,0.002971,0.002971,0.002971
73,27541.1,1.13761,1.0092,1.41042,0.91058,0.91532,0.9341,0.60262,1.14519,0.68282,1.46865,0.002872,0.002872,0.002872
74,28038.2,1.13906,0.99017,1.40877,0.89895,0.9209,0.94756,0.61474,1.15167,0.68274,1.45425,0.002773,0.002773,0.002773
75,28711,1.1336,0.98269,1.40218,0.92001,0.89299,0.92975,0.59046,1.13591,0.72306,1.43115,0.002674,0.002674,0.002674
76,29604.9,1.13242,0.97325,1.39412,0.94596,0.89082,0.93695,0.60702,1.14504,0.66971,1.44154,0.002575,0.002575,0.002575
77,30209,1.13252,0.96705,1.39848,0.86805,0.89696,0.91593,0.58343,1.15487,0.74735,1.44459,0.002476,0.002476,0.002476
78,30820.5,1.13433,0.96762,1.40094,0.92631,0.89299,0.92086,0.59967,1.14239,0.68617,1.46548,0.002377,0.002377,0.002377
79,31381.4,1.11108,0.96521,1.3799,0.92251,0.9066,0.93828,0.61309,1.1121,0.6635,1.41108,0.002278,0.002278,0.002278
80,32064.7,1.10729,0.95296,1.38838,0.93574,0.91523,0.94002,0.60962,1.13808,0.64443,1.45507,0.002179,0.002179,0.002179
81,32732.6,1.11036,0.96654,1.38803,0.91513,0.92588,0.93785,0.59455,1.1533,0.67129,1.45835,0.00208,0.00208,0.00208
82,33382.7,1.10149,0.95116,1.37748,0.93643,0.93044,0.9409,0.61575,1.13431,0.64223,1.45496,0.001981,0.001981,0.001981
83,33804.1,1.106,0.93088,1.38929,0.94478,0.90651,0.94696,0.61685,1.12478,0.64576,1.43546,0.001882,0.001882,0.001882
84,34208.2,1.10377,0.92586,1.37973,0.9241,0.88971,0.93009,0.59521,1.17851,0.65887,1.48108,0.001783,0.001783,0.001783
85,34606.1,1.09372,0.93693,1.3701,0.93943,0.91375,0.94717,0.61847,1.13288,0.60615,1.45348,0.001684,0.001684,0.001684
86,35006.3,1.09417,0.9288,1.37539,0.94114,0.92401,0.9478,0.61447,1.16778,0.60904,1.47221,0.001585,0.001585,0.001585
87,35641,1.09221,0.92747,1.37007,0.9305,0.91273,0.93898,0.61609,1.11124,0.63208,1.43156,0.001486,0.001486,0.001486
88,36309.1,1.09766,0.90852,1.36402,0.93475,0.92132,0.94126,0.60963,1.13517,0.61065,1.45038,0.001387,0.001387,0.001387
89,36983.9,1.08181,0.92159,1.36624,0.92545,0.90973,0.93745,0.60915,1.12521,0.66099,1.42001,0.001288,0.001288,0.001288
90,37654.2,1.08121,0.90569,1.36444,0.93213,0.90383,0.93417,0.60224,1.15803,0.62711,1.4627,0.001189,0.001189,0.001189
91,38332.7,1.0764,0.91608,1.36215,0.91373,0.91935,0.93597,0.61221,1.10973,0.6115,1.42246,0.00109,0.00109,0.00109
92,39019.6,1.07377,0.89223,1.35685,0.92492,0.91647,0.93344,0.60526,1.13503,0.62203,1.44643,0.000991,0.000991,0.000991
93,39697.5,1.06283,0.89733,1.35353,0.92103,0.93126,0.95018,0.61637,1.12931,0.63904,1.43695,0.000892,0.000892,0.000892
94,40349.4,1.06258,0.88469,1.35644,0.93242,0.91449,0.94667,0.62155,1.11152,0.60852,1.4068,0.000793,0.000793,0.000793
95,40999,1.05347,0.8817,1.34758,0.91318,0.92615,0.93709,0.61889,1.10896,0.61857,1.42174,0.000694,0.000694,0.000694
96,41657.5,1.05795,0.88753,1.35962,0.92545,0.9183,0.93762,0.61899,1.1091,0.61752,1.42535,0.000595,0.000595,0.000595
97,42308.4,1.04115,0.87128,1.34108,0.92553,0.92335,0.9389,0.61917,1.10533,0.61708,1.42597,0.000496,0.000496,0.000496
98,42939.9,1.0461,0.88514,1.34804,0.94191,0.91027,0.93999,0.62003,1.10149,0.61581,1.41783,0.000397,0.000397,0.000397
99,43309.7,1.03428,0.85602,1.334,0.91803,0.92685,0.94317,0.62373,1.11426,0.6101,1.43463,0.000298,0.000298,0.000298
100,43682.1,1.03758,0.86106,1.33425,0.91801,0.91801,0.93704,0.61613,1.1206,0.62123,1.44006,0.000199,0.000199,0.000199
